Variable / Field Name,Form Name,Section Header,Field type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
enroll_isaric_date,inclusion,Study enrollment,text,ISARIC enrollment date,,Enter the date a study ID is assigned,date_mdy,10/01/2019,31/12/2023,y,(([enroll_isaric] = '1' AND ([studysite_petal] <> '' AND ([cx_covid_yn] = '0' OR ([cx_covid_yn] = '1' AND ([cx_covid_pos_ever_yn] = '0' OR ([cx_covid_pos_ever_yn] = '1' AND [cx_covid1_pos_yn] <>'')))) AND ([admit_yn] = '0' OR ([admit_yn] = '1' AND [admit_cause] <> '')) AND  [elig_fever] <> '' AND [elig_cough] <> '' AND [elig_dyspnea] <> '' AND ([elig_fever]='1' OR [elig_cough] = '1' OR [elig_dyspnea] = '1' OR  [elig_ari] <> '') AND ([admit_yn] = '0' OR [cx_covid_pos_ever_yn] = '0' OR (([elig_fever] = '0' OR [elig_fever] = '9') AND ([elig_cough] = '0' OR [elig_cough] = '9') AND ([elig_dyspnea] = '0' OR [elig_dyspnea] = '9') AND [elig_ari] ='0') OR [elig_eval_coral]= '0' OR ([elig_eval_coral] = '1' AND [elig_priorenroll] <> '' AND [elig_prisoner]<>'' AND [elig_icu]<>'') OR ([elig_eval_coral] = '2' AND [elig_priorenroll] <> '' AND [elig_prisoner]<>'' AND ([elig_cmo] <> '' OR [admit_cause] = '0'))))) OR [enroll_isaric_date]<>''),y,,,,, @HIDDEN
tx_hosp_24h_o2flow,baselineinitial_support_tx,Supportive care treatments within 24 hours of hospital arrival,radio,"Maximum O2 flow via NC, face mask, or HFNC","1, 1--5L|2,6-10L|3,11-15L|4, >15L|9, Unknown","Enter maximum O2 flow via NC, face mask, or HFNC during first 24 hours after hospital arrival",,,,,"((([tx_hosp_24h_o2therapy] = ""1"") OR [tx_hosp_24h_o2flow]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
tx_hosp_24h_o2mode,baselineinitial_support_tx,Supportive care treatments within 24 hours of hospital arrival,radio,Most intense method used to give support,"1, Nasal cannula|3,Simple mask|4, Mask with reservoir|2, HFNC","Modes of support arranged in order from lowest to highest intensity. Choose only one. If patient treated with >1 type of support, select the highest intensity item.",,,,,"((([tx_hosp_24h_o2therapy] = ""1"") OR [tx_hosp_24h_o2mode]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
enroll_isaric_note_n,inclusion,Study enrollment,descriptive,NOT eligible for ISARIC: ISARIC requires a hospital admission associated with COVID-19 plus a compatible clinical syndrome. COVID-associated hospital admit: [admit_yn] Fever: [elig_fever] Cough: [elig_fever] Dyspnea/tachypnea:[elig_dyspnea] Clinical suspicion of ARI: [elig_ari] ,,,,,,,(([cx_covid_pos_ever_yn] = '0' OR [admit_yn] = '0' OR [cx_covid_yn]='0' OR [elig_prisoner] = '1' OR [elig_priorenroll] = '1' OR (([elig_fever] = '0' OR [elig_fever] = '9') AND ([elig_cough] = '0' OR [elig_cough] = '9') AND ([elig_dyspnea] = '0' OR [elig_dyspnea] = '9') AND [elig_ari] ='0') OR ([admit_yn] = '1' AND [cx_covid_pos_ever_yn] = '1' AND  ([elig_cough] = '1' OR [elig_dyspnea] = '1' OR [elig_fever] = '1' OR [elig_ari] = '1') AND ([elig_eval_coral] = '0' OR ([elig_eval_coral] ='2' AND ([admit_cause] = '0' OR [elig_cmo] = '1'))))) AND ([studysite_petal] <> '' AND ([cx_covid_yn] = '0' OR ([cx_covid_yn] = '1' AND ([cx_covid_pos_ever_yn] = '0' OR ([cx_covid_pos_ever_yn] = '1' AND [cx_covid1_pos_yn] <>'')))) AND ([admit_yn] = '0' OR ([admit_yn] = '1' AND [admit_cause] <> '')) AND  [elig_fever] <> '' AND [elig_cough] <> '' AND [elig_dyspnea] <> '' AND ([elig_fever]='1' OR [elig_cough] = '1' OR [elig_dyspnea] = '1' OR  [elig_ari] <> '') AND ([admit_yn] = '0' OR [cx_covid_pos_ever_yn] = '0' OR (([elig_fever] = '0' OR [elig_fever] = '9') AND ([elig_cough] = '0' OR [elig_cough] = '9') AND ([elig_dyspnea] = '0' OR [elig_dyspnea] = '9') AND [elig_ari] ='0') OR [elig_eval_coral]= '0' OR ([elig_eval_coral] = '1' AND [elig_priorenroll] <> '' AND [elig_prisoner]<>'' AND [elig_icu]<>'') OR ([elig_eval_coral] = '2' AND [elig_priorenroll] <> '' AND [elig_prisoner]<>'' AND ([elig_cmo] <> '' OR [admit_cause] = '0'))))),,,,,, @HIDDEN
enroll_isaric_note_y,inclusion,Study enrollment,descriptive,Eligible for ISARIC. ISARIC requires a hospital admission associated with COVID-19 plus a compatible clinical syndrome. COVID-associated hospital admit: [admit_yn] Fever: [elig_fever] Cough: [elig_fever] Dyspnea/tachypnea:[elig_dyspnea] Clinical suspicion of ARI: [elig_ari] ,,,,,,,(([cx_covid_pos_ever_yn] = '1' AND [admit_yn] = '1' AND [cx_covid_yn]='1' AND [elig_prisoner] = '0' AND [elig_priorenroll] = '0' AND ([elig_fever] = '1' OR [elig_cough] = '1' OR [elig_dyspnea] = '1' OR [elig_ari] ='1') AND ([elig_eval_coral] = '1' OR ([elig_eval_coral] = '2' AND [admit_cause] = '1' AND [elig_cmo]='0'))) AND ([studysite_petal] <> '' AND ([cx_covid_yn] = '0' OR ([cx_covid_yn] = '1' AND ([cx_covid_pos_ever_yn] = '0' OR ([cx_covid_pos_ever_yn] = '1' AND [cx_covid1_pos_yn] <>'')))) AND ([admit_yn] = '0' OR ([admit_yn] = '1' AND [admit_cause] <> '')) AND  [elig_fever] <> '' AND [elig_cough] <> '' AND [elig_dyspnea] <> '' AND ([elig_fever]='1' OR [elig_cough] = '1' OR [elig_dyspnea] = '1' OR  [elig_ari] <> '') AND ([admit_yn] = '0' OR [cx_covid_pos_ever_yn] = '0' OR (([elig_fever] = '0' OR [elig_fever] = '9') AND ([elig_cough] = '0' OR [elig_cough] = '9') AND ([elig_dyspnea] = '0' OR [elig_dyspnea] = '9') AND [elig_ari] ='0') OR [elig_eval_coral]= '0' OR ([elig_eval_coral] = '1' AND [elig_priorenroll] <> '' AND [elig_prisoner]<>'' AND [elig_icu]<>'') OR ([elig_eval_coral] = '2' AND [elig_priorenroll] <> '' AND [elig_prisoner]<>'' AND ([elig_cmo] <> '' OR [admit_cause] = '0'))))),,,,,, @HIDDEN
exposure_hcw,baselinedemographics,Exposures/risk factors,yesno,Is patient a healthcare worker?,,"Choose ""Yes"" if patient works in any capacity in a healthcare situation.",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
tx_hosp_24h_pressor_dose,baselineinitial_support_tx,Supportive care treatments within 24 hours of hospital arrival,radio,Dose of vasopressors/inotropes,"1, Dobutamine (any dose) or dopamine ≤5 µg/kg/min| 2, Dopamine 5.1-15, epinephrine ≤0.1 , norepinephrine ≤0.1, or vasopressin ≤0.4 units/min|3, Dopamine >15, norepinephrine >0.1, or epinephrine >0.1",<br>—Doses in mcg/kg/min unless otherwise specified<br>—Use highest dose reached during 24 hours ,,,,,"((([tx_hosp_24h_pressor] = ""1"") OR [tx_hosp_24h_pressor_dose]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
function_prioradmit_count,baselinedemographics,Baseline functional status,text,How many hospital admissions in past year?,,,integer,1,30,,((([function_prioradmit] = '1') OR [function_prioradmit_count]<>'') AND (([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [function_prioradmit_count]<> ''))),y,,,,,
function_prioradmit_days,baselinedemographics,Baseline functional status,text,How many days in acute care hospital in last 30 days,,"Enter ""-99"" if unknown.",integer,-99,30,,((([function_prioradmit] = '1') OR [function_prioradmit_days]<>'') AND (([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [function_prioradmit_days]<> ''))),y,,,,,
hb_lborresu_oth,baselineinitial_labs,Variables auto-calculated or defaulted for ISARIC mapping,text,Haemoglobin Unit - Specify Other,,,,,,,,y,,,,," @HIDDEN @DEFAULT=""g/dL"""
home_meds_htn_other,baselinehome_meds,Chronic home medications,yesno,Other anti-hypertensive,,"<u>Other anti-hypertensives include</u>:<ul><li>Beta blockers: metoprolol (Lopressor/Toprol), carvedilol (Coreg), labetalol, atenolol, Propranolol<li>Calcium channel blockers: amlodipine (Norvasc), nicardipine, diltiazem, verapamil<li>Hydralazine<li>Isosorbide dinatrate (Imdur)<li>Diuretics: hydrochlorothiazide<li>Clonidine",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
tx_hosp_24h_rrt,baselineinitial_support_tx,Supportive care treatments within 24 hours of hospital arrival,radio,Renal replacement therapy / dialysis,"0, No|1, Intermittent dialysis|2, Continuous renal replacement therapy or slow low-efficiency dialysis","Includes intermittent and continuous hemodialysis, hemofiltration, or ultrafiltration as well as peritoneal dialysis.<br><br><b>If patient received both intermittent HD and continuous, select continuous",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
tx_hosp_24h_o2source,baselineinitial_support_tx,Variables auto-calculated or defaulted for ISARIC mapping,calc,Source of oxygen,"if([enroll_coral] =""1"", ""1"", """")",,,,,,,,,,,, @HIDDEN
icu_date_admit1,summativetreatments,"Summary of ICU care during hospitalization.</h4> If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Date of first ICU admission,,,date_mdy,10/01/2019,31/12/2023,y,"((([tx_hosp_tot_icu_cnt] <>"""" AND [tx_hosp_tot_icu_end] <> """" AND [tx_hosp_tot_icu_cnt] >=1) OR [icu_date_admit1]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,, @HIDEBUTTON
icu_date_admit2,summativetreatments,"Summary of ICU care during hospitalization.</h4> If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Date of second ICU admission,,,date_mdy,10/01/2019,31/12/2023,y,"((([tx_hosp_tot_icu_cnt] <>"""" AND [tx_hosp_tot_icu_end] <> """"  AND [tx_hosp_tot_icu_cnt] >=2) OR [icu_date_admit2]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,, @HIDEBUTTON
icu_date_admit3,summativetreatments,"Summary of ICU care during hospitalization.</h4> If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Date of third ICU admission,,,date_mdy,10/01/2019,31/12/2023,y,"((([tx_hosp_tot_icu_cnt] <>"""" AND [tx_hosp_tot_icu_end] <> """"  AND [tx_hosp_tot_icu_cnt] >=3) OR [icu_date_admit3]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,, @HIDEBUTTON
meds_hosp_24h_exp_blind,baselineinitial_drug_tx,Participation in drug research trial during first 24 hours after hospital arrival,radio,Was patient's treatment assignment blinded?,"1, Unblinded/open label|2, Blinded|3, Both (only possible if patient was in >1 study)|9, Unknown","<u>Unblinded/open label trial</u>: A trial (may or may not be randomized) in which patient and their medical team <u>knew</u> which drug the patient received. Examples include trials that:<ul><li>Give <u>all</u> patients a single active drug.<li>Compare active drug to ""usual care.""<li>Give all patients the same active drug but compare different durations or doses.<li>Compare ≥2 different active drugs with <u>known</u> assignment.</ul><u>Blinded trial</u>: A trial in which patient and their medical team <u>did not know</u> which drug the patient received or if they received an active study drug at all. Examples include trials that:<ul><li>Compare one or more drugs to a placebo (e.g. ORCHID)<li>Compare ≥2 different active drugs with <u>unknown</u> assignment.",,,,,((([meds_hosp_24h_exp] = '1') OR [meds_hosp_24h_exp_blind]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1'))),y,,,,,
icu_date_admit4,summativetreatments,"Summary of ICU care during hospitalization.</h4> If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Date of fourth ICU admission,,,date_mdy,10/01/2019,31/12/2023,y,"((([tx_hosp_tot_icu_cnt] <>"""" AND [tx_hosp_tot_icu_end] <> """" AND [tx_hosp_tot_icu_cnt] >=4) OR [icu_date_admit4]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,, @HIDEBUTTON
icu_date_dc1,summativetreatments,"Summary of ICU care during hospitalization.</h4> If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Date of first ICU discharge,,Enter hospital discharge date if patient discharged or died in ICU,date_mdy,10/01/2019,31/12/2023,y,"((([tx_hosp_tot_icu_cnt] <>"""" AND ([tx_hosp_tot_icu_cnt] >=1)) OR [icu_date_dc1]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,, @HIDEBUTTON
icu_date_dc2,summativetreatments,"Summary of ICU care during hospitalization.</h4> If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Date of second discharge,,Enter hospital discharge date if patient discharged or died in ICU,date_mdy,10/01/2019,31/12/2023,y,"((([tx_hosp_tot_icu_cnt] <>"""" AND [tx_hosp_tot_icu_end] <> """"  AND [tx_hosp_tot_icu_cnt] >=2) OR [icu_date_dc2]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,, @HIDEBUTTON
icu_date_dc3,summativetreatments,"Summary of ICU care during hospitalization.</h4> If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Date of  third ICU discharge,,Enter hospital discharge date if patient discharged or died in ICU,date_mdy,10/01/2019,31/12/2023,y,"((([tx_hosp_tot_icu_cnt] <>"""" AND [tx_hosp_tot_icu_end] <> """"  AND [tx_hosp_tot_icu_cnt] >=3) OR [icu_date_dc3]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,, @HIDEBUTTON
icu_date_dc4,summativetreatments,"Summary of ICU care during hospitalization.</h4> If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Date of  FINAL ICU discharge,,"* If ≥4 ICU admissions, enter the date of the FINAL ICU discharge. <br>* Enter hospital discharge date if patient discharged or died in ICU.",date_mdy,10/01/2019,31/12/2023,y,"((([tx_hosp_tot_icu_cnt] <>"""" AND [tx_hosp_tot_icu_end] <> """" AND [tx_hosp_tot_icu_cnt] >=4) OR [icu_date_dc4]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,, @HIDEBUTTON
id_coral,inclusion,Study enrollment,text,BLUE CORAL study ID code,,,,,,y,((([enroll_coral] = '1' AND [elig_eval_coral]='2') AND ([studysite_petal] <> '' AND ([cx_covid_yn] = '0' OR ([cx_covid_yn] = '1' AND ([cx_covid_pos_ever_yn] = '0' OR ([cx_covid_pos_ever_yn] = '1' AND [cx_covid1_pos_yn] <>'')))) AND ([admit_yn] = '0' OR ([admit_yn] = '1' AND [admit_cause] <> '')) AND  [elig_fever] <> '' AND [elig_cough] <> '' AND [elig_dyspnea] <> '' AND ([elig_fever]='1' OR [elig_cough] = '1' OR [elig_dyspnea] = '1' OR  [elig_ari] <> '') AND ([admit_yn] = '0' OR [cx_covid_pos_ever_yn] = '0' OR (([elig_fever] = '0' OR [elig_fever] = '9') AND ([elig_cough] = '0' OR [elig_cough] = '9') AND ([elig_dyspnea] = '0' OR [elig_dyspnea] = '9') AND [elig_ari] ='0') OR [elig_eval_coral]= '0' OR ([elig_eval_coral] = '1' AND [elig_priorenroll] <> '' AND [elig_prisoner]<>'' AND [elig_icu]<>'') OR ([elig_eval_coral] = '2' AND [elig_priorenroll] <> '' AND [elig_prisoner]<>'' AND ([elig_cmo] <> '' OR [admit_cause] = '0'))))) OR [id_coral]<>''),,,,,,
id_isaric,inclusion,Study enrollment,text,ISARIC study ID,,,,,,y,(([enroll_isaric] = '1' AND ([studysite_petal] <> '' AND ([cx_covid_yn] = '0' OR ([cx_covid_yn] = '1' AND ([cx_covid_pos_ever_yn] = '0' OR ([cx_covid_pos_ever_yn] = '1' AND [cx_covid1_pos_yn] <>'')))) AND ([admit_yn] = '0' OR ([admit_yn] = '1' AND [admit_cause] <> '')) AND  [elig_fever] <> '' AND [elig_cough] <> '' AND [elig_dyspnea] <> '' AND ([elig_fever]='1' OR [elig_cough] = '1' OR [elig_dyspnea] = '1' OR  [elig_ari] <> '') AND ([admit_yn] = '0' OR [cx_covid_pos_ever_yn] = '0' OR (([elig_fever] = '0' OR [elig_fever] = '9') AND ([elig_cough] = '0' OR [elig_cough] = '9') AND ([elig_dyspnea] = '0' OR [elig_dyspnea] = '9') AND [elig_ari] ='0') OR [elig_eval_coral]= '0' OR ([elig_eval_coral] = '1' AND [elig_priorenroll] <> '' AND [elig_prisoner]<>'' AND [elig_icu]<>'') OR ([elig_eval_coral] = '2' AND [elig_priorenroll] <> '' AND [elig_prisoner]<>'' AND ([elig_cmo] <> '' OR [admit_cause] = '0'))))) OR [id_isaric]<>''),,,,,, @HIDDEN
id_petal,inclusion,Study enrollment,text,PETAL ID code,,"If patient also enrolled in ORCHID, PETAL ID should be the same for both studies. However, PETAL patient ID is <u>not</u> the same as ORCHID randomization ID code.",,,,y,((([enroll_coral] = '1') AND ([studysite_petal] <> '' AND ([cx_covid_yn] = '0' OR ([cx_covid_yn] = '1' AND ([cx_covid_pos_ever_yn] = '0' OR ([cx_covid_pos_ever_yn] = '1' AND [cx_covid1_pos_yn] <>'')))) AND ([admit_yn] = '0' OR ([admit_yn] = '1' AND [admit_cause] <> '')) AND  [elig_fever] <> '' AND [elig_cough] <> '' AND [elig_dyspnea] <> '' AND ([elig_fever]='1' OR [elig_cough] = '1' OR [elig_dyspnea] = '1' OR  [elig_ari] <> '') AND ([admit_yn] = '0' OR [cx_covid_pos_ever_yn] = '0' OR (([elig_fever] = '0' OR [elig_fever] = '9') AND ([elig_cough] = '0' OR [elig_cough] = '9') AND ([elig_dyspnea] = '0' OR [elig_dyspnea] = '9') AND [elig_ari] ='0') OR [elig_eval_coral]= '0' OR ([elig_eval_coral] = '1' AND [elig_priorenroll] <> '' AND [elig_prisoner]<>'' AND [elig_icu]<>'') OR ([elig_eval_coral] = '2' AND [elig_priorenroll] <> '' AND [elig_prisoner]<>'' AND ([elig_cmo] <> '' OR [admit_cause] = '0'))))) OR [id_petal]<>''),y,,,,,
meds_hosp_24h_other,baselineinitial_drug_tx,Participation in drug research trial during first 24 hours after hospital arrival,checkbox,Other medication(s) relevant for targeted COVID-19 treatment,"0, None|1, Chloroquine|2,  Lopinavir/ritonavir (Kaletra)|3, Other HIV protease inhibitor|4, Interferon alpha|5, Interferon beta|6, Ribavirin|7, Oseltamivir (Tamiflu)|8, Baloxavir|9, Sarulimab (Kevzara)|10, Anakinra (Kinaret)|11, IV vitamin C|12, Transfusion of convalescent plasma|99, Other","Indicate all medications from pre-specified list given, even if used as a chronic medication. Pre-listed medication does <u>not</u> need given specifically to treat COVID-19.<br><br>For the ""Other"" checkbox, however, <br>do <u>not</u> include medications unless given specifically to treat COVID-19 (e.g. antiviral effect, anti-inflammatory effect). Exclude medications given for complications of acute illness (e.g. amiodarone for arrhythmia) and hospital supportive care (e.g. nebulizers, sedatives).",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,, @NONEOFTHEABOVE='0'
id_redcap,inclusion,,text,REDCap subject ID,,This should be a code combining PETAL site ID with a UNIQUE number within the patients being submitted to CCC REDCap. Example: 'A03-00001' or 'U01-2845397042598',,,,y,,y,,,,,
meds_hosp_24h_antiviral_yn,baselineinitial_drug_tx,Participation in drug research trial during first 24 hours after hospital arrival,calc,Antiviral (excluding meds given as part of placebo-controlled RCT),"if([meds_hosp_24h_other(2)] = ""0"" AND [meds_hosp_24h_other(3)] = ""0"" AND [meds_hosp_24h_other(4)] = ""0"" AND [meds_hosp_24h_other(5)] = ""0"" AND [meds_hosp_24h_other(6)] =""0"" AND [meds_hosp_24h_other(7)] =""0"" AND [meds_hosp_24h_other(8)] =""0"", 0, if([meds_hosp_24h_other(2)] = ""1"" OR [meds_hosp_24h_other(3)] = ""1"" OR [meds_hosp_24h_other(4)] =""1"" OR [meds_hosp_24h_other(5)] = ""1"" OR [meds_hosp_24h_other(6)] =""1"" OR [meds_hosp_24h_other(7)] =""1"" OR [meds_hosp_24h_other(8)] =""1"", 1, """"))","Includes [hydroxy]chloroquine, interferon, protease inhibitors, and neuraminidase inhibitors",,,,,,,,,,, @HIDDEN
lab_hosp_24h_fio2_low,baselineinitial_labs,Worst PaO2 and associated ABG within 24 hours of hospital arrival. Enter -99 if not available within 24 hours of hospital arrival,text,FiO2 at time of lowest PaO2.,,"Enter ""0.21"" if breathing room air.<br><br>If oxygen reported in L/min, enter FiO2 after calculating based on formula: 0.21+0.03 x (liter/min flow)<br><br>Example: 3L NC oxygen = 0.21+0.09 = 0.30<br><br>Enter ""-99"" if missing""",number,-99,1,,"(((([lab_hosp_24h_pao2_lowest] <> """" AND [lab_hosp_24h_pao2_lowest] <> ""-99"") OR [lab_hosp_24h_fio2_low] <> """") OR [lab_hosp_24h_fio2_low]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
lab_hosp_24h_hct_high,baselineinitial_labs,APACHE labs (extreme values within 24h hours of hospital arrival). Enter -99 if not available with 24 hours of hospital arrival,text,Highest Hct,,%,number,-99,80,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
