,Variable Name,Variable Description,Subcohort,Dataset,Dataset Description,Data Type,Mapped Instrument,Number Participants,Field Attributes
124,asq12_gm3,asq12_gm3 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,{'Yes': 2}
125,asq12_gm3,asq12_gm3 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,11,"{'Not yet': 3, 'Yes': 8}"
126,asq12_gm4,asq12_gm4 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,{'Yes': 2}
127,asq12_gm4,asq12_gm4 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,11,"{'Not yet': 2, 'Yes': 9}"
128,asq12_gm5,asq12_gm5 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,"{'Sometimes': 1, 'Yes': 1}"
129,asq12_gm5,asq12_gm5 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,11,"{'Not yet': 3, 'Sometimes': 1, 'Yes': 7}"
130,asq12_gm6,asq12_gm6 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,"{'Not yet': 1, 'Yes': 1}"
131,asq12_gm6,asq12_gm6 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,11,"{'Not yet': 4, 'Yes': 7}"
132,asq12_gm_concern,asq12_gm_concern from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,"{'0.00000': 2, 'null': 0}"
133,asq12_gm_concern,asq12_gm_concern from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,11,"{'min': np.float64(0.0), 'max': np.float64(1.0), 'mean': np.float64(0.18)}"
134,asq12_gm_count,asq12_gm_count from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,"{'6.00000': 2, 'null': 0}"
135,asq12_gm_count,asq12_gm_count from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,12,"{'min': np.float64(0.0), 'max': np.float64(6.0), 'mean': np.float64(5.5)}"
136,asq12_gm_score,asq12_gm_score from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,"{'45.00000': 1, '60.00000': 1, 'null': 0}"
137,asq12_gm_score,asq12_gm_score from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,11,"{'min': np.float64(0.0), 'max': np.float64(60.0), 'mean': np.float64(46.36)}"
138,asq12_gm_sum,asq12_gm_sum from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,"{'45.00000': 1, '60.00000': 1, 'null': 0}"
139,asq12_gm_sum,asq12_gm_sum from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,11,"{'min': np.float64(0.0), 'max': np.float64(60.0), 'mean': np.float64(46.36)}"
140,asq12_o1,asq12_o1 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,{'Yes': 2}
141,asq12_o1,asq12_o1 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,10,{'Yes': 10}
142,asq12_o2,asq12_o2 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,{'Yes': 2}
143,asq12_o2,asq12_o2 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,10,{'Yes': 10}
144,asq12_o3,asq12_o3 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,{'Yes': 2}
145,asq12_o3,asq12_o3 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,10,{'Yes': 10}
146,asq12_o4,asq12_o4 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,{'No': 2}
147,asq12_o4,asq12_o4 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,10,{'No': 10}
148,asq12_o5,asq12_o5 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,"{'No': 1, 'Yes': 1}"
149,asq12_o5,asq12_o5 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,10,"{'No': 9, 'Yes': 1}"
150,asq12_o6,asq12_o6 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,{'No': 2}
151,asq12_o6,asq12_o6 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,10,{'No': 10}
152,asq12_o7,asq12_o7 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,{'No': 2}
153,asq12_o7,asq12_o7 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,10,{'No': 10}
154,asq12_o8,asq12_o8 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,{'No': 2}
155,asq12_o8,asq12_o8 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,10,{'No': 10}
156,asq12_o9,asq12_o9 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,{'No': 2}
157,asq12_o9,asq12_o9 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,10,"{'No': 9, 'Yes': 1}"
158,asq12_persoc1,asq12_persoc1 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,{'Yes': 2}
159,asq12_persoc1,asq12_persoc1 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,11,"{'Sometimes': 2, 'Yes': 9}"
160,asq12_persoc2,asq12_persoc2 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,{'Yes': 2}
161,asq12_persoc2,asq12_persoc2 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,11,{'Yes': 11}
162,asq12_persoc3,asq12_persoc3 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,"{'Sometimes': 1, 'Yes': 1}"
163,asq12_persoc3,asq12_persoc3 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,10,"{'Sometimes': 4, 'Yes': 6}"
164,asq12_persoc4,asq12_persoc4 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,{'Yes': 2}
165,asq12_persoc4,asq12_persoc4 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,11,"{'Not yet': 1, 'Sometimes': 4, 'Yes': 6}"
166,asq12_persoc5,asq12_persoc5 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,{'Yes': 2}
167,asq12_persoc5,asq12_persoc5 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,11,"{'Not yet': 2, 'Sometimes': 3, 'Yes': 6}"
168,asq12_persoc6,asq12_persoc6 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,{'Yes': 2}
169,asq12_persoc6,asq12_persoc6 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,11,"{'Not yet': 3, 'Sometimes': 3, 'Yes': 5}"
170,asq12_persoc_concern,asq12_persoc_concern from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,"{'0.00000': 2, 'null': 0}"
171,asq12_persoc_concern,asq12_persoc_concern from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,11,"{'min': np.float64(0.0), 'max': np.float64(0.0), 'mean': np.float64(0.0)}"
172,asq12_persoc_count,asq12_persoc_count from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,"{'6.00000': 2, 'null': 0}"
173,asq12_persoc_count,asq12_persoc_count from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,12,"{'min': np.float64(0.0), 'max': np.float64(6.0), 'mean': np.float64(5.42)}"
174,asq12_persoc_score,asq12_persoc_score from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,"{'55.00000': 1, '60.00000': 1, 'null': 0}"
175,asq12_persoc_score,asq12_persoc_score from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,11,"{'min': np.float64(35.0), 'max': np.float64(60.0), 'mean': np.float64(47.27)}"
176,asq12_persoc_sum,asq12_persoc_sum from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,"{'55.00000': 1, '60.00000': 1, 'null': 0}"
177,asq12_persoc_sum,asq12_persoc_sum from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,11,"{'min': np.float64(35.0), 'max': np.float64(60.0), 'mean': np.float64(46.36)}"
178,asq12_ps1,asq12_ps1 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,{'Yes': 2}
179,asq12_ps1,asq12_ps1 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,11,"{'Sometimes': 1, 'Yes': 10}"
180,asq12_ps2,asq12_ps2 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,{'Yes': 2}
181,asq12_ps2,asq12_ps2 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,11,"{'Sometimes': 1, 'Yes': 10}"
182,asq12_ps3,asq12_ps3 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,{'Yes': 2}
183,asq12_ps3,asq12_ps3 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,11,"{'Not yet': 1, 'Sometimes': 1, 'Yes': 9}"
184,asq12_ps4,asq12_ps4 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,{'Yes': 2}
185,asq12_ps4,asq12_ps4 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,11,"{'Not yet': 1, 'Sometimes': 1, 'Yes': 9}"
186,asq12_ps5,asq12_ps5 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,{'Yes': 2}
187,asq12_ps5,asq12_ps5 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,11,"{'Not yet': 1, 'Sometimes': 6, 'Yes': 4}"
188,asq12_ps6,asq12_ps6 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,"{'Sometimes': 1, 'Yes': 1}"
189,asq12_ps6,asq12_ps6 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,11,"{'Not yet': 5, 'Sometimes': 3, 'Yes': 3}"
190,asq12_ps_concern,asq12_ps_concern from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,"{'0.00000': 2, 'null': 0}"
191,asq12_ps_concern,asq12_ps_concern from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,11,"{'min': np.float64(0.0), 'max': np.float64(1.0), 'mean': np.float64(0.09)}"
192,asq12_ps_count,asq12_ps_count from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,"{'6.00000': 2, 'null': 0}"
193,asq12_ps_count,asq12_ps_count from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,12,"{'min': np.float64(0.0), 'max': np.float64(6.0), 'mean': np.float64(5.5)}"
194,asq12_ps_score,asq12_ps_score from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,"{'55.00000': 1, '60.00000': 1, 'null': 0}"
195,asq12_ps_score,asq12_ps_score from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,11,"{'min': np.float64(20.0), 'max': np.float64(60.0), 'mean': np.float64(46.82)}"
196,asq12_ps_sum,asq12_ps_sum from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,2,"{'55.00000': 1, '60.00000': 1, 'null': 0}"
197,asq12_ps_sum,asq12_ps_sum from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,11,"{'min': np.float64(20.0), 'max': np.float64(60.0), 'mean': np.float64(46.82)}"
198,asq14_all_concern,asq14_all_concern from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,4,"{'No': 3, 'Yes': 1}"
199,asq14_all_concern,asq14_all_concern from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,16,"{'No': 12, 'Yes': 4}"
200,asq14_comm1,asq14_comm1 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,4,"{'Sometimes': 1, 'Yes': 3}"
201,asq14_comm1,asq14_comm1 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,15,"{'Not yet': 2, 'Sometimes': 2, 'Yes': 11}"
202,asq14_comm2,asq14_comm2 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,4,"{'Sometimes': 2, 'Yes': 2}"
203,asq14_comm2,asq14_comm2 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,16,"{'Not yet': 1, 'Sometimes': 5, 'Yes': 10}"
204,asq14_comm3,asq14_comm3 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,4,"{'Not yet': 1, 'Yes': 3}"
205,asq14_comm3,asq14_comm3 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,16,"{'Not yet': 3, 'Sometimes': 2, 'Yes': 11}"
206,asq14_comm4,asq14_comm4 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,4,{'Yes': 4}
207,asq14_comm4,asq14_comm4 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,16,"{'Sometimes': 2, 'Yes': 14}"
208,asq14_comm5,asq14_comm5 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,4,"{'Not yet': 1, 'Yes': 3}"
209,asq16_o1,asq16_o1 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,28,{'Yes': 28}
210,asq14_comm5,asq14_comm5 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,16,"{'Not yet': 6, 'Sometimes': 2, 'Yes': 8}"
211,asq14_comm6,asq14_comm6 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,4,"{'Sometimes': 2, 'Yes': 2}"
212,asq14_comm6,asq14_comm6 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,16,"{'Not yet': 3, 'Sometimes': 6, 'Yes': 7}"
213,asq14_comm_concern,asq14_comm_concern from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,4,"{'0.00000': 4, 'null': 0}"
214,asq14_comm_concern,asq14_comm_concern from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,16,"{'min': np.float64(0.0), 'max': np.float64(1.0), 'mean': np.float64(0.06)}"
215,asq14_comm_count,asq14_comm_count from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,4,"{'6.00000': 4, 'null': 0}"
216,asq14_comm_count,asq14_comm_count from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,16,"{'min': np.float64(5.0), 'max': np.float64(6.0), 'mean': np.float64(5.94)}"
217,asq14_comm_score,asq14_comm_score from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,4,"{'40.00000': 2, '55.00000': 1, '60.00000': 1, 'null': 0}"
