,Variable Name,Variable Description,Subcohort,Dataset,Dataset Description,Data Type,Mapped Instrument,Number Participants,Field Attributes
118,asq12_fm3,asq12_fm3 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Yes': 2}
119,asq12_fm3,asq12_fm3 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,726,"{'Not yet': 12, 'Sometimes': 92, 'Yes': 622}"
120,asq12_fm4,asq12_fm4 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Yes': 2}
121,asq12_fm4,asq12_fm4 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,730,"{'Not yet': 26, 'Sometimes': 89, 'Yes': 615}"
122,asq12_fm5,asq12_fm5 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Yes': 2}
123,asq12_fm5,asq12_fm5 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,727,"{'Not yet': 273, 'Sometimes': 127, 'Yes': 327}"
124,asq12_fm6,asq12_fm6 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,"{'Not yet': 1, 'Yes': 1}"
125,asq12_fm6,asq12_fm6 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,728,"{'Not yet': 92, 'Sometimes': 144, 'Yes': 492}"
126,asq12_fm_concern,asq12_fm_concern from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'No': 2}
127,asq12_fm_concern,asq12_fm_concern from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,729,"{'No': 693, 'Yes': 36}"
128,asq12_gm1,asq12_gm1 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Yes': 2}
129,asq12_gm1,asq12_gm1 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,730,"{'Not yet': 64, 'Sometimes': 45, 'Yes': 621}"
130,asq12_gm2,asq12_gm2 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Yes': 2}
131,asq12_gm2,asq12_gm2 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,730,"{'Not yet': 50, 'Sometimes': 74, 'Yes': 606}"
132,asq12_gm3,asq12_gm3 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,729,"{'Not yet': 115, 'Sometimes': 80, 'Yes': 534}"
133,asq12_gm4,asq12_gm4 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Yes': 2}
134,asq12_gm4,asq12_gm4 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,730,"{'Not yet': 88, 'Sometimes': 73, 'Yes': 569}"
135,asq12_gm5,asq12_gm5 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Yes': 2}
136,asq12_gm5,asq12_gm5 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,729,"{'Not yet': 257, 'Sometimes': 127, 'Yes': 345}"
137,asq12_gm6,asq12_gm6 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Yes': 2}
138,asq12_gm6,asq12_gm6 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,729,"{'Not yet': 459, 'Sometimes': 39, 'Yes': 231}"
139,asq12_gm_concern,asq12_gm_concern from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'No': 2}
140,asq12_gm_concern,asq12_gm_concern from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,730,"{'No': 632, 'Yes': 98}"
141,asq12_gm_count,asq12_gm_count from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'6.00000': 2}
142,asq12_gm_count,asq12_gm_count from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),continuous,ASQ,732,"{'min': np.float64(0.0), 'max': np.float64(6.0), 'mean': np.float64(5.97)}"
143,asq12_gm_score,asq12_gm_score from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'60.00000': 2}
144,asq12_gm_score,asq12_gm_score from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),continuous,ASQ,730,"{'min': np.float64(0.0), 'max': np.float64(60.0), 'mean': np.float64(42.83)}"
145,asq12_gm_sum,asq12_gm_sum from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'60.00000': 2}
146,asq12_gm_sum,asq12_gm_sum from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),continuous,ASQ,730,"{'min': np.float64(0.0), 'max': np.float64(60.0), 'mean': np.float64(42.73)}"
147,asq12_o1,asq12_o1 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Yes': 2}
148,asq12_o1,asq12_o1 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,728,"{'No': 28, 'Yes': 700}"
149,asq12_o2,asq12_o2 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Yes': 2}
150,asq12_o2,asq12_o2 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,730,"{'No': 4, 'Yes': 726}"
151,asq12_o3,asq12_o3 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Yes': 2}
152,asq12_o3,asq12_o3 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,730,"{'No': 36, 'Yes': 694}"
153,asq12_o4,asq12_o4 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'No': 2}
154,asq12_o4,asq12_o4 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,729,"{'No': 722, 'Yes': 7}"
155,asq12_o5,asq12_o5 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'No': 2}
156,asq12_o5,asq12_o5 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,728,"{'No': 693, 'Yes': 35}"
157,asq12_o6,asq12_o6 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'No': 2}
158,asq12_o6,asq12_o6 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,729,"{'No': 715, 'Yes': 14}"
159,asq12_o7,asq12_o7 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'No': 2}
160,asq12_o7,asq12_o7 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,731,"{'No': 594, 'Yes': 137}"
161,asq12_o8,asq12_o8 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'No': 2}
162,asq12_o8,asq12_o8 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,731,"{'No': 713, 'Yes': 18}"
163,asq12_o9,asq12_o9 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'No': 2}
164,asq12_o9,asq12_o9 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,730,"{'No': 657, 'Yes': 73}"
165,asq12_persoc1,asq12_persoc1 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Yes': 2}
166,asq12_persoc1,asq12_persoc1 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,729,"{'Not yet': 61, 'Sometimes': 134, 'Yes': 534}"
167,asq12_persoc2,asq12_persoc2 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Yes': 2}
168,asq12_persoc2,asq12_persoc2 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,729,"{'Not yet': 60, 'Sometimes': 123, 'Yes': 546}"
169,asq12_persoc3,asq12_persoc3 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Yes': 2}
170,asq12_persoc3,asq12_persoc3 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,727,"{'Not yet': 120, 'Sometimes': 333, 'Yes': 274}"
171,asq12_persoc4,asq12_persoc4 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Yes': 2}
172,asq12_persoc4,asq12_persoc4 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,729,"{'Not yet': 279, 'Sometimes': 199, 'Yes': 251}"
173,asq12_persoc5,asq12_persoc5 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,"{'Sometimes': 1, 'Yes': 1}"
174,asq12_persoc5,asq12_persoc5 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,730,"{'Not yet': 245, 'Sometimes': 188, 'Yes': 297}"
175,asq12_persoc6,asq12_persoc6 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Yes': 2}
176,asq12_persoc6,asq12_persoc6 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,729,"{'Not yet': 206, 'Sometimes': 153, 'Yes': 370}"
177,asq12_persoc_concern,asq12_persoc_concern from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'No': 2}
178,asq12_persoc_concern,asq12_persoc_concern from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,729,"{'No': 642, 'Yes': 87}"
179,asq12_persoc_count,asq12_persoc_count from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'6.00000': 2}
180,asq12_persoc_count,asq12_persoc_count from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),continuous,ASQ,732,"{'min': np.float64(0.0), 'max': np.float64(6.0), 'mean': np.float64(5.97)}"
181,asq12_persoc_score,asq12_persoc_score from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,"{'55.00000': 1, '60.00000': 1}"
182,asq12_persoc_score,asq12_persoc_score from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),continuous,ASQ,729,"{'min': np.float64(0.0), 'max': np.float64(60.0), 'mean': np.float64(38.94)}"
183,asq12_persoc_sum,asq12_persoc_sum from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,"{'55.00000': 1, '60.00000': 1}"
184,asq12_persoc_sum,asq12_persoc_sum from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),continuous,ASQ,730,"{'min': np.float64(0.0), 'max': np.float64(60.0), 'mean': np.float64(38.8)}"
185,asq12_ps1,asq12_ps1 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Yes': 2}
186,asq12_ps1,asq12_ps1 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,728,"{'Not yet': 26, 'Sometimes': 76, 'Yes': 626}"
187,asq12_ps2,asq12_ps2 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Yes': 2}
188,asq12_ps2,asq12_ps2 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,726,"{'Not yet': 96, 'Sometimes': 141, 'Yes': 489}"
189,asq12_ps3,asq12_ps3 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Yes': 2}
190,asq12_ps3,asq12_ps3 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,727,"{'Not yet': 28, 'Sometimes': 94, 'Yes': 605}"
191,asq12_ps4,asq12_ps4 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Yes': 2}
192,asq12_ps4,asq12_ps4 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,727,"{'Not yet': 100, 'Sometimes': 121, 'Yes': 506}"
193,asq12_ps5,asq12_ps5 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,"{'Sometimes': 1, 'Yes': 1}"
194,asq12_ps5,asq12_ps5 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,726,"{'Not yet': 148, 'Sometimes': 150, 'Yes': 428}"
195,asq12_ps6,asq12_ps6 from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'Not yet': 2}
196,asq12_ps6,asq12_ps6 from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,726,"{'Not yet': 432, 'Sometimes': 115, 'Yes': 179}"
197,asq12_ps_concern,asq12_ps_concern from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'No': 2}
198,asq12_ps_concern,asq12_ps_concern from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),categorical,ASQ,728,"{'No': 638, 'Yes': 90}"
199,asq12_ps_count,asq12_ps_count from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,{'6.00000': 2}
200,asq12_ps_count,asq12_ps_count from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),continuous,ASQ,732,"{'min': np.float64(0.0), 'max': np.float64(6.0), 'mean': np.float64(5.95)}"
201,asq12_ps_score,asq12_ps_score from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,"{'45.00000': 1, '50.00000': 1}"
202,asq12_ps_score,asq12_ps_score from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),continuous,ASQ,728,"{'min': np.float64(0.0), 'max': np.float64(60.0), 'mean': np.float64(43.76)}"
203,asq12_ps_sum,asq12_ps_sum from form asq and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (12month),categorical,ASQ,2,"{'45.00000': 1, '50.00000': 1}"
204,asq12_ps_sum,asq12_ps_sum from form asq and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asq,asq (enrollment),continuous,ASQ,729,"{'min': np.float64(0.0), 'max': np.float64(60.0), 'mean': np.float64(43.58)}"
